element_type,element_name,perturbation_type,base_value_MW,base_value_MVAR,sensitivity_value,sensitivity_magnitude,bus_index
load,Load 03,Q,322.0,2.40000009536746,-2.2801255061488668e-05,2.2801255061488668e-05,22
load,Load 03,Q,322.0,2.40000009536746,-5.389490703869848e-05,5.389490703869848e-05,23
load,Load 03,Q,322.0,2.40000009536746,-4.955008036554576e-05,4.955008036554576e-05,24
load,Load 03,Q,322.0,2.40000009536746,-3.157341938562208e-05,3.157341938562208e-05,25
load,Load 03,Q,322.0,2.40000009536746,-9.06304175214423e-05,9.06304175214423e-05,26
load,Load 03,Q,322.0,2.40000009536746,-1.6335106652820563e-05,1.6335106652820563e-05,27
load,Load 03,Q,322.0,2.40000009536746,-1.1179765326874146e-05,1.1179765326874146e-05,28
load,Load 04,P,500.0,184.0,-0.0001812576469611471,0.0001812576469611471,0
load,Load 04,P,500.0,184.0,-0.00010406596249314393,0.00010406596249314393,1
load,Load 04,P,500.0,184.0,-0.00011578609662510342,0.00011578609662510342,2
load,Load 04,P,500.0,184.0,-0.0001474466196634272,0.0001474466196634272,3
load,Load 04,P,500.0,184.0,-0.00017857401806826713,0.00017857401806826713,4
load,Load 04,P,500.0,184.0,-0.00011583048265443874,0.00011583048265443874,5
load,Load 04,P,500.0,184.0,-0.00016817969425366174,0.00016817969425366174,6
load,Load 04,P,500.0,184.0,-0.00019338910566604194,0.00019338910566604194,7
load,Load 04,P,500.0,184.0,-0.00019770920620010846,0.00019770920620010846,8
load,Load 04,P,500.0,184.0,-9.364382240062419e-05,9.364382240062419e-05,9
load,Load 04,P,500.0,184.0,-0.00010179346846392323,0.00010179346846392323,10
load,Load 04,P,500.0,184.0,-0.00010531425090828939,0.00010531425090828939,11
load,Load 04,P,500.0,184.0,-0.00010221964777818449,0.00010221964777818449,12
load,Load 04,P,500.0,184.0,-0.00011644349750442596,0.00011644349750442596,13
load,Load 04,P,500.0,184.0,-7.911654959096847e-05,7.911654959096847e-05,14
load,Load 04,P,500.0,184.0,-6.033378833190106e-05,6.033378833190106e-05,15
load,Load 04,P,500.0,184.0,-7.940505014427113e-05,7.940505014427113e-05,16
load,Load 04,P,500.0,184.0,-9.485915239521026e-05,9.485915239521026e-05,17
load,Load 04,P,500.0,184.0,-2.210779074330871e-05,2.210779074330871e-05,18
load,Load 04,P,500.0,184.0,-1.2059607603298605e-05,1.2059607603298605e-05,19
load,Load 04,P,500.0,184.0,-4.2224480946218e-05,4.2224480946218e-05,20
load,Load 04,P,500.0,184.0,-2.245149018704762e-05,2.245149018704762e-05,21
load,Load 04,P,500.0,184.0,-2.3207489181098494e-05,2.3207489181098494e-05,22
load,Load 04,P,500.0,184.0,-5.485510763761359e-05,5.485510763761359e-05,23
load,Load 04,P,500.0,184.0,-7.582307662725717e-05,7.582307662725717e-05,24
load,Load 04,P,500.0,184.0,-4.8314684480510464e-05,4.8314684480510464e-05,25
load,Load 04,P,500.0,184.0,-8.147291402612056e-05,8.147291402612056e-05,26
load,Load 04,P,500.0,184.0,-2.4996522485654093e-05,2.4996522485654093e-05,27
load,Load 04,P,500.0,184.0,-1.7107647947578462e-05,1.7107647947578462e-05,28
load,Load 04,Q,500.0,184.0,-4.556884473487788e-05,4.556884473487788e-05,0
load,Load 04,Q,500.0,184.0,-5.177663902184992e-05,5.177663902184992e-05,1
load,Load 04,Q,500.0,184.0,-0.00010261542337710594,0.00010261542337710594,2
load,Load 04,Q,500.0,184.0,-0.00019228783550863106,0.00019228783550863106,3
load,Load 04,Q,500.0,184.0,-0.00015670463423104187,0.00015670463423104187,4
load,Load 04,Q,500.0,184.0,-8.455645746580087e-05,8.455645746580087e-05,5
load,Load 04,Q,500.0,184.0,-0.00011077433882027421,0.00011077433882027421,6
load,Load 04,Q,500.0,184.0,-0.0001231767803258177,0.0001231767803258177,7
load,Load 04,Q,500.0,184.0,-6.301157485661956e-05,6.301157485661956e-05,8
load,Load 04,Q,500.0,184.0,-8.382890652633979e-05,8.382890652633979e-05,9
load,Load 04,Q,500.0,184.0,-8.474914201750394e-05,8.474914201750394e-05,10
load,Load 04,Q,500.0,184.0,-9.427608586600744e-05,9.427608586600744e-05,11
load,Load 04,Q,500.0,184.0,-9.826162559821716e-05,9.826162559821716e-05,12
load,Load 04,Q,500.0,184.0,-0.00013093176537720685,0.00013093176537720685,13
load,Load 04,Q,500.0,184.0,-8.557424298720751e-05,8.557424298720751e-05,14
load,Load 04,Q,500.0,184.0,-6.127451138187024e-05,6.127451138187024e-05,15
load,Load 04,Q,500.0,184.0,-7.538008380889583e-05,7.538008380889583e-05,16
load,Load 04,Q,500.0,184.0,-8.675178265959982e-05,8.675178265959982e-05,17
load,Load 04,Q,500.0,184.0,-2.2452494629021658e-05,2.2452494629021658e-05,18
load,Load 04,Q,500.0,184.0,-1.2247640052986953e-05,1.2247640052986953e-05,19
load,Load 04,Q,500.0,184.0,-4.28828371205725e-05,4.28828371205725e-05,20
load,Load 04,Q,500.0,184.0,-2.2801550240947323e-05,2.2801550240947323e-05,21
load,Load 04,Q,500.0,184.0,-2.356933736782363e-05,2.356933736782363e-05,22
load,Load 04,Q,500.0,184.0,-5.571040891557688e-05,5.571040891557688e-05,23
load,Load 04,Q,500.0,184.0,-3.772465107761969e-05,3.772465107761969e-05,24
load,Load 04,Q,500.0,184.0,-2.4038230138345717e-05,2.4038230138345717e-05,25
load,Load 04,Q,500.0,184.0,-7.734308242908216e-05,7.734308242908216e-05,26
load,Load 04,Q,500.0,184.0,-1.2436633750856351e-05,1.2436633750856351e-05,27
load,Load 04,Q,500.0,184.0,-8.511646090192393e-06,8.511646090192393e-06,28
load,Load 07,P,233.8000030517578,84.00000000000001,-0.0001467459086459344,0.0001467459086459344,0
load,Load 07,P,233.8000030517578,84.00000000000001,-8.045846896245767e-05,8.045846896245767e-05,1
load,Load 07,P,233.8000030517578,84.00000000000001,-8.285423350654075e-05,8.285423350654075e-05,2
load,Load 07,P,233.8000030517578,84.00000000000001,-9.571907579720706e-05,9.571907579720706e-05,3
load,Load 07,P,233.8000030517578,84.00000000000001,-0.0001274379038056439,0.0001274379038056439,4
load,Load 07,P,233.8000030517578,84.00000000000001,-9.004593563922691e-05,9.004593563922691e-05,5
load,Load 07,P,233.8000030517578,84.00000000000001,-0.00013819149758791393,0.00013819149758791393,6
load,Load 07,P,233.8000030517578,84.00000000000001,-0.0001569507557365124,0.0001569507557365124,7
load,Load 07,P,233.8000030517578,84.00000000000001,-0.00018612323743297243,0.00018612323743297243,8
load,Load 07,P,233.8000030517578,84.00000000000001,-6.26269238519328e-05,6.26269238519328e-05,9
load,Load 07,P,233.8000030517578,84.00000000000001,-7.181728890487404e-05,7.181728890487404e-05,10
load,Load 07,P,233.8000030517578,84.00000000000001,-7.043183675303766e-05,7.043183675303766e-05,11
load,Load 07,P,233.8000030517578,84.00000000000001,-6.530543375332654e-05,6.530543375332654e-05,12
load,Load 07,P,233.8000030517578,84.00000000000001,-7.188985352846733e-05,7.188985352846733e-05,13
load,Load 07,P,233.8000030517578,84.00000000000001,-4.9587409684109796e-05,4.9587409684109796e-05,14
load,Load 07,P,233.8000030517578,84.00000000000001,-3.970833257981865e-05,3.970833257981865e-05,15
load,Load 07,P,233.8000030517578,84.00000000000001,-5.4866239485479305e-05,5.4866239485479305e-05,16
load,Load 07,P,233.8000030517578,84.00000000000001,-6.704697609739019e-05,6.704697609739019e-05,17
load,Load 07,P,233.8000030517578,84.00000000000001,-1.455011405071538e-05,1.455011405071538e-05,18
load,Load 07,P,233.8000030517578,84.00000000000001,-7.936960549909111e-06,7.936960549909111e-06,19
load,Load 07,P,233.8000030517578,84.00000000000001,-2.7789795662225282e-05,2.7789795662225282e-05,20
load,Load 07,P,233.8000030517578,84.00000000000001,-1.477631730713025e-05,1.477631730713025e-05,21
load,Load 07,P,233.8000030517578,84.00000000000001,-1.527387377906475e-05,1.527387377906475e-05,22
load,Load 07,P,233.8000030517578,84.00000000000001,-3.6102571004142936e-05,3.6102571004142936e-05,23
load,Load 07,P,233.8000030517578,84.00000000000001,-5.8622466809188366e-05,5.8622466809188366e-05,24
load,Load 07,P,233.8000030517578,84.00000000000001,-3.735439417604791e-05,3.735439417604791e-05,25
load,Load 07,P,233.8000030517578,84.00000000000001,-5.629505413732305e-05,5.629505413732305e-05,26
load,Load 07,P,233.8000030517578,84.00000000000001,-1.9326006356823465e-05,1.9326006356823465e-05,27
load,Load 07,P,233.8000030517578,84.00000000000001,-1.3226740375815726e-05,1.3226740375815726e-05,28
load,Load 07,Q,233.8000030517578,84.00000000000001,-4.442104693564985e-05,4.442104693564985e-05,0
load,Load 07,Q,233.8000030517578,84.00000000000001,-3.8658976869088145e-05,3.8658976869088145e-05,1
load,Load 07,Q,233.8000030517578,84.00000000000001,-6.612849376070873e-05,6.612849376070873e-05,2
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.00011282404588079942,0.00011282404588079942,3
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.0001533817923505709,0.0001533817923505709,4
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.00013181884199457982,0.00013181884199457982,5
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.0002032852348913039,0.0002032852348913039,6
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.00018653878361043485,0.00018653878361043485,7
load,Load 07,Q,233.8000030517578,84.00000000000001,-9.190275062300745e-05,9.190275062300745e-05,8
load,Load 07,Q,233.8000030517578,84.00000000000001,-9.077115650608647e-05,9.077115650608647e-05,9
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.00010480949965895326,0.00010480949965895326,10
load,Load 07,Q,233.8000030517578,84.00000000000001,-0.00010208351443693475,0.00010208351443693475,11
load,Load 07,Q,233.8000030517578,84.00000000000001,-9.332597943461085e-05,9.332597943461085e-05,12
load,Load 07,Q,233.8000030517578,84.00000000000001,-9.51430768526107e-05,9.51430768526107e-05,13
load,Load 07,Q,233.8000030517578,84.00000000000001,-6.0266712343404195e-05,6.0266712343404195e-05,14
load,Load 07,Q,233.8000030517578,84.00000000000001,-4.218293163640308e-05,4.218293163640308e-05,15
load,Load 07,Q,233.8000030517578,84.00000000000001,-5.0669808073711134e-05,5.0669808073711134e-05,16
load,Load 07,Q,233.8000030517578,84.00000000000001,-5.731621499504014e-05,5.731621499504014e-05,17
load,Load 07,Q,233.8000030517578,84.00000000000001,-1.545686817376879e-05,1.545686817376879e-05,18
load,Load 07,Q,233.8000030517578,84.00000000000001,-8.431586799972912e-06,8.431586799972912e-06,19
load,Load 07,Q,233.8000030517578,84.00000000000001,-2.9521635356544175e-05,2.9521635356544175e-05,20
load,Load 07,Q,233.8000030517578,84.00000000000001,-1.569716690423828e-05,1.569716690423828e-05,21
load,Load 07,Q,233.8000030517578,84.00000000000001,-1.62257310920344e-05,1.62257310920344e-05,22
load,Load 07,Q,233.8000030517578,84.00000000000001,-3.8352462037538615e-05,3.8352462037538615e-05,23
load,Load 07,Q,233.8000030517578,84.00000000000001,-2.816707347698122e-05,2.816707347698122e-05,24
load,Load 07,Q,233.8000030517578,84.00000000000001,-1.7948120713273675e-05,1.7948120713273675e-05,25
load,Load 07,Q,233.8000030517578,84.00000000000001,-5.1989317386469394e-05,5.1989317386469394e-05,26
load,Load 07,Q,233.8000030517578,84.00000000000001,-9.285800252278875e-06,9.285800252278875e-06,27
load,Load 07,Q,233.8000030517578,84.00000000000001,-6.355212104125485e-06,6.355212104125485e-06,28
load,Load 08,P,522.0,176.0,-0.00014530775921006155,0.00014530775921006155,0
load,Load 08,P,522.0,176.0,-8.008088691021098e-05,8.008088691021098e-05,1
load,Load 08,P,522.0,176.0,-8.322150316212862e-05,8.322150316212862e-05,2
load,Load 08,P,522.0,176.0,-9.734242358247491e-05,9.734242358247491e-05,3
load,Load 08,P,522.0,176.0,-0.0001294459322255248,0.0001294459322255248,4
load,Load 08,P,522.0,176.0,-9.05538374733228e-05,9.05538374733228e-05,5
load,Load 08,P,522.0,176.0,-0.00013791637074077047,0.00013791637074077047,6
load,Load 08,P,522.0,176.0,-0.00016066684380409147,0.00016066684380409147,7
load,Load 08,P,522.0,176.0,-0.00018931385160826376,0.00018931385160826376,8
load,Load 08,P,522.0,176.0,-6.444722015619408e-05,6.444722015619408e-05,9
load,Load 08,P,522.0,176.0,-7.329811330210045e-05,7.329811330210045e-05,10
load,Load 08,P,522.0,176.0,-7.247898755518566e-05,7.247898755518566e-05,11
load,Load 08,P,522.0,176.0,-6.765335041970521e-05,6.765335041970521e-05,12
load,Load 08,P,522.0,176.0,-7.44589892559766e-05,7.44589892559766e-05,13
load,Load 08,P,522.0,176.0,-5.117842926369853e-05,5.117842926369853e-05,14
load,Load 08,P,522.0,176.0,-4.056190548828997e-05,4.056190548828997e-05,15
load,Load 08,P,522.0,176.0,-5.5496060810195094e-05,5.5496060810195094e-05,16
load,Load 08,P,522.0,176.0,-6.751288937575372e-05,6.751288937575372e-05,17
load,Load 08,P,522.0,176.0,-1.4862884250232966e-05,1.4862884250232966e-05,18
load,Load 08,P,522.0,176.0,-8.107573966520398e-06,8.107573966520398e-06,19
load,Load 08,P,522.0,176.0,-2.838716684735454e-05,2.838716684735454e-05,20
load,Load 08,P,522.0,176.0,-1.5093949955680141e-05,1.5093949955680141e-05,21
load,Load 08,P,522.0,176.0,-1.5602201940612125e-05,1.5602201940612125e-05,22
load,Load 08,P,522.0,176.0,-3.687863424547411e-05,3.687863424547411e-05,23
load,Load 08,P,522.0,176.0,-5.8347356353033455e-05,5.8347356353033455e-05,24
load,Load 08,P,522.0,176.0,-3.717909253797558e-05,3.717909253797558e-05,25
load,Load 08,P,522.0,176.0,-5.694127658050219e-05,5.694127658050219e-05,26
load,Load 08,P,522.0,176.0,-1.923531066992945e-05,1.923531066992945e-05,27
load,Load 08,P,522.0,176.0,-1.3164668146448123e-05,1.3164668146448123e-05,28
load,Load 08,Q,522.0,176.0,-5.1680521340102815e-05,5.1680521340102815e-05,0
load,Load 08,Q,522.0,176.0,-4.4215987693974056e-05,4.4215987693974056e-05,1
load,Load 08,Q,522.0,176.0,-7.475215264705071e-05,7.475215264705071e-05,2
load,Load 08,Q,522.0,176.0,-0.00012770415962838345,0.00012770415962838345,3
load,Load 08,Q,522.0,176.0,-0.00017897649388163295,0.00017897649388163295,4
load,Load 08,Q,522.0,176.0,-0.00012541558970806664,0.00012541558970806664,5
load,Load 08,Q,522.0,176.0,-0.00019005761308964474,0.00019005761308964474,6
load,Load 08,Q,522.0,176.0,-0.00022118477922447032,0.00022118477922447032,7
load,Load 08,Q,522.0,176.0,-0.00010902480545672555,0.00010902480545672555,8
load,Load 08,Q,522.0,176.0,-9.073746361107916e-05,9.073746361107916e-05,9
load,Load 08,Q,522.0,176.0,-0.00010271335327526332,0.00010271335327526332,10
load,Load 08,Q,522.0,176.0,-0.00010204562325861754,0.00010204562325861754,11
load,Load 08,Q,522.0,176.0,-9.535104336335642e-05,9.535104336335642e-05,12
load,Load 08,Q,522.0,176.0,-0.00010243719519851258,0.00010243719519851258,13
load,Load 08,Q,522.0,176.0,-6.554242489320572e-05,6.554242489320572e-05,14
load,Load 08,Q,522.0,176.0,-4.634606122191354e-05,4.634606122191354e-05,15
load,Load 08,Q,522.0,176.0,-5.6309360879591705e-05,5.6309360879591705e-05,16
load,Load 08,Q,522.0,176.0,-6.418438070316945e-05,6.418438070316945e-05,17
load,Load 08,Q,522.0,176.0,-1.698234169402735e-05,1.698234169402735e-05,18
load,Load 08,Q,522.0,176.0,-9.263719306384922e-06,9.263719306384922e-06,19
load,Load 08,Q,522.0,176.0,-3.2435192852076075e-05,3.2435192852076075e-05,20
load,Load 08,Q,522.0,176.0,-1.724635608333358e-05,1.724635608333358e-05,21
load,Load 08,Q,522.0,176.0,-1.782708546798073e-05,1.782708546798073e-05,22
load,Load 08,Q,522.0,176.0,-4.213755383716267e-05,4.213755383716267e-05,23
load,Load 08,Q,522.0,176.0,-3.221593319551186e-05,3.221593319551186e-05,24
load,Load 08,Q,522.0,176.0,-2.0528063220370817e-05,2.0528063220370817e-05,25
load,Load 08,Q,522.0,176.0,-5.777573216206866e-05,5.777573216206866e-05,26
load,Load 08,Q,522.0,176.0,-1.0620582405196366e-05,1.0620582405196366e-05,27
load,Load 08,Q,522.0,176.0,-7.268738505228356e-06,7.268738505228356e-06,28
load,Load 12,P,7.5,88.0,-0.0001571915971667892,0.0001571915971667892,0
load,Load 12,P,7.5,88.0,-8.578551712825067e-05,8.578551712825067e-05,1
load,Load 12,P,7.5,88.0,-8.760375801602493e-05,8.760375801602493e-05,2
load,Load 12,P,7.5,88.0,-9.914344517447104e-05,9.914344517447104e-05,3
load,Load 12,P,7.5,88.0,-0.00013056374075093858,0.00013056374075093858,4
load,Load 12,P,7.5,88.0,-8.912345520893372e-05,8.912345520893372e-05,5
load,Load 12,P,7.5,88.0,-0.000132627725561274,0.000132627725561274,6
load,Load 12,P,7.5,88.0,-0.00015381050707844457,0.00015381050707844457,7
load,Load 12,P,7.5,88.0,-0.0001796540495379695,0.0001796540495379695,8
load,Load 12,P,7.5,88.0,-6.619246448049121e-05,6.619246448049121e-05,9
load,Load 12,P,7.5,88.0,-7.617971473605211e-05,7.617971473605211e-05,10
load,Load 12,P,7.5,88.0,-8.35888673752172e-05,8.35888673752172e-05,11
load,Load 12,P,7.5,88.0,-6.82631109651055e-05,6.82631109651055e-05,12
load,Load 12,P,7.5,88.0,-7.19091210719669e-05,7.19091210719669e-05,13
load,Load 12,P,7.5,88.0,-4.9499581907030965e-05,4.9499581907030965e-05,14
load,Load 12,P,7.5,88.0,-4.0586237246392766e-05,4.0586237246392766e-05,15
load,Load 12,P,7.5,88.0,-5.737950705372308e-05,5.737950705372308e-05,16
load,Load 12,P,7.5,88.0,-7.076362075450482e-05,7.076362075450482e-05,17
load,Load 12,P,7.5,88.0,-1.4871800059701456e-05,1.4871800059701456e-05,18
load,Load 12,P,7.5,88.0,-8.112437546647922e-06,8.112437546647922e-06,19
load,Load 12,P,7.5,88.0,-2.840419637671898e-05,2.840419637671898e-05,20
load,Load 12,P,7.5,88.0,-1.5103004770000705e-05,1.5103004770000705e-05,21
load,Load 12,P,7.5,88.0,-1.5611561551320818e-05,1.5611561551320818e-05,22
load,Load 12,P,7.5,88.0,-3.690075628847711e-05,3.690075628847711e-05,23
load,Load 12,P,7.5,88.0,-6.250380381274679e-05,6.250380381274679e-05,24
load,Load 12,P,7.5,88.0,-3.982759766035793e-05,3.982759766035793e-05,25
load,Load 12,P,7.5,88.0,-5.887377803415195e-05,5.887377803415195e-05,26
load,Load 12,P,7.5,88.0,-2.060556571318317e-05,2.060556571318317e-05,27
load,Load 12,P,7.5,88.0,-1.4102472227583985e-05,1.4102472227583985e-05,28
load,Load 12,Q,7.5,88.0,-3.033855834286836e-05,3.033855834286836e-05,0
load,Load 12,Q,7.5,88.0,-3.0089806748001546e-05,3.0089806748001546e-05,1
load,Load 12,Q,7.5,88.0,-5.57440329111758e-05,5.57440329111758e-05,2
load,Load 12,Q,7.5,88.0,-9.350820143583238e-05,9.350820143583238e-05,3
load,Load 12,Q,7.5,88.0,-9.666824217240411e-05,9.666824217240411e-05,4
load,Load 12,Q,7.5,88.0,-0.00010083416958724944,0.00010083416958724944,5
load,Load 12,Q,7.5,88.0,-9.892674061406925e-05,9.892674061406925e-05,6
load,Load 12,Q,7.5,88.0,-9.729146271079126e-05,9.729146271079126e-05,7
load,Load 12,Q,7.5,88.0,-4.8284571448675706e-05,4.8284571448675706e-05,8
load,Load 12,Q,7.5,88.0,-0.00012181065278588088,0.00012181065278588088,9
load,Load 12,Q,7.5,88.0,-0.00013056847419634643,0.00013056847419634643,10
load,Load 12,Q,7.5,88.0,-0.00037864691852859125,0.00037864691852859125,11
load,Load 12,Q,7.5,88.0,-0.00013539510960879352,0.00013539510960879352,12
load,Load 12,Q,7.5,88.0,-0.00010833132667371625,0.00010833132667371625,13
load,Load 12,Q,7.5,88.0,-6.494302606326884e-05,6.494302606326884e-05,14
load,Load 12,Q,7.5,88.0,-4.289113998253713e-05,4.289113998253713e-05,15
load,Load 12,Q,7.5,88.0,-4.805120592141776e-05,4.805120592141776e-05,16
load,Load 12,Q,7.5,88.0,-5.16812561672797e-05,5.16812561672797e-05,17
load,Load 12,Q,7.5,88.0,-1.5716373226770663e-05,1.5716373226770663e-05,18
load,Load 12,Q,7.5,88.0,-8.5731445634174e-06,8.5731445634174e-06,19
load,Load 12,Q,7.5,88.0,-3.0017273564975076e-05,3.0017273564975076e-05,20
load,Load 12,Q,7.5,88.0,-1.5960706361917155e-05,1.5960706361917155e-05,21
load,Load 12,Q,7.5,88.0,-1.6498144594234708e-05,1.6498144594234708e-05,22
load,Load 12,Q,7.5,88.0,-3.899636069044643e-05,3.899636069044643e-05,23
load,Load 12,Q,7.5,88.0,-2.192354429155774e-05,2.192354429155774e-05,24
load,Load 12,Q,7.5,88.0,-1.3969730251806034e-05,1.3969730251806034e-05,25
load,Load 12,Q,7.5,88.0,-4.930252370833887e-05,4.930252370833887e-05,26
load,Load 12,Q,7.5,88.0,-7.227504581974742e-06,7.227504581974742e-06,27
load,Load 12,Q,7.5,88.0,-4.9465122416325615e-06,4.9465122416325615e-06,28
load,Load 15,P,320.0,153.00000000000003,-0.00020104541862169255,0.00020104541862169255,0
load,Load 15,P,320.0,153.00000000000003,-0.0001216131691935518,0.0001216131691935518,1
load,Load 15,P,320.0,153.00000000000003,-0.00014618025524492094,0.00014618025524492094,2
load,Load 15,P,320.0,153.00000000000003,-0.00017333668383300304,0.00017333668383300304,3
load,Load 15,P,320.0,153.00000000000003,-0.0001988984111766845,0.0001988984111766845,4
load,Load 15,P,320.0,153.00000000000003,-0.0001318480357775098,0.0001318480357775098,5
load,Load 15,P,320.0,153.00000000000003,-0.00018524953016693657,0.00018524953016693657,6
load,Load 15,P,320.0,153.00000000000003,-0.00021092538781574687,0.00021092538781574687,7
load,Load 15,P,320.0,153.00000000000003,-0.0002068655694911714,0.0002068655694911714,8
load,Load 15,P,320.0,153.00000000000003,-0.00011476515925448738,0.00011476515925448738,9
load,Load 15,P,320.0,153.00000000000003,-0.00012154066485383086,0.00012154066485383086,10
load,Load 15,P,320.0,153.00000000000003,-0.00012906787472800608,0.00012906787472800608,11
load,Load 15,P,320.0,153.00000000000003,-0.0001283670837551265,0.0001283670837551265,12
load,Load 15,P,320.0,153.00000000000003,-0.0001528251175751394,0.0001528251175751394,13
load,Load 15,P,320.0,153.00000000000003,-0.00012613709097229476,0.00012613709097229476,14
load,Load 15,P,320.0,153.00000000000003,-9.083096231867205e-05,9.083096231867205e-05,15
load,Load 15,P,320.0,153.00000000000003,-0.00011425563885372747,0.00011425563885372747,16
load,Load 15,P,320.0,153.00000000000003,-0.00013093576075211554,0.00013093576075211554,17
load,Load 15,P,320.0,153.00000000000003,-3.328270915491372e-05,3.328270915491372e-05,18
load,Load 15,P,320.0,153.00000000000003,-1.8155428922295157e-05,1.8155428922295157e-05,19
load,Load 15,P,320.0,153.00000000000003,-6.356787245300754e-05,6.356787245300754e-05,20
load,Load 15,P,320.0,153.00000000000003,-3.3800141908268964e-05,3.3800141908268964e-05,21
load,Load 15,P,320.0,153.00000000000003,-3.493827841856145e-05,3.493827841856145e-05,22
load,Load 15,P,320.0,153.00000000000003,-8.258294857568237e-05,8.258294857568237e-05,23
load,Load 15,P,320.0,153.00000000000003,-8.860814670487716e-05,8.860814670487716e-05,24
load,Load 15,P,320.0,153.00000000000003,-5.6461385018891085e-05,5.6461385018891085e-05,25
load,Load 15,P,320.0,153.00000000000003,-0.00011723111567921163,0.00011723111567921163,26
load,Load 15,P,320.0,153.00000000000003,-2.9211374819215764e-05,2.9211374819215764e-05,27
load,Load 15,P,320.0,153.00000000000003,-1.9992297583515394e-05,1.9992297583515394e-05,28
load,Load 15,Q,320.0,153.00000000000003,-2.731433798677241e-05,2.731433798677241e-05,0
load,Load 15,Q,320.0,153.00000000000003,-3.261345321919906e-05,3.261345321919906e-05,1
load,Load 15,Q,320.0,153.00000000000003,-6.603737341132065e-05,6.603737341132065e-05,2
load,Load 15,Q,320.0,153.00000000000003,-8.042198226683172e-05,8.042198226683172e-05,3
load,Load 15,Q,320.0,153.00000000000003,-7.034801576601967e-05,7.034801576601967e-05,4
load,Load 15,Q,320.0,153.00000000000003,-4.7302771208568295e-05,4.7302771208568295e-05,5
load,Load 15,Q,320.0,153.00000000000003,-5.601718131594824e-05,5.601718131594824e-05,6
load,Load 15,Q,320.0,153.00000000000003,-6.000441978660786e-05,6.000441978660786e-05,7
load,Load 15,Q,320.0,153.00000000000003,-3.163859486756682e-05,3.163859486756682e-05,8
load,Load 15,Q,320.0,153.00000000000003,-5.463898793529598e-05,5.463898793529598e-05,9
load,Load 15,Q,320.0,153.00000000000003,-5.2690975147240414e-05,5.2690975147240414e-05,10
load,Load 15,Q,320.0,153.00000000000003,-6.144837184126616e-05,6.144837184126616e-05,11
load,Load 15,Q,320.0,153.00000000000003,-6.663651733652687e-05,6.663651733652687e-05,12
load,Load 15,Q,320.0,153.00000000000003,-9.48394393263441e-05,9.48394393263441e-05,13
load,Load 15,Q,320.0,153.00000000000003,-0.00017199108100974804,0.00017199108100974804,14
load,Load 15,Q,320.0,153.00000000000003,-9.997495453779592e-05,9.997495453779592e-05,15
load,Load 15,Q,320.0,153.00000000000003,-9.23122533806664e-05,9.23122533806664e-05,16
load,Load 15,Q,320.0,153.00000000000003,-8.32506987430759e-05,8.32506987430759e-05,17
load,Load 15,Q,320.0,153.00000000000003,-3.6633293065180264e-05,3.6633293065180264e-05,18
load,Load 15,Q,320.0,153.00000000000003,-1.998314199970208e-05,1.998314199970208e-05,19
load,Load 15,Q,320.0,153.00000000000003,-6.996726058174917e-05,6.996726058174917e-05,20
load,Load 15,Q,320.0,153.00000000000003,-3.7202809210712395e-05,3.7202809210712395e-05,21
load,Load 15,Q,320.0,153.00000000000003,-3.8455523920610804e-05,3.8455523920610804e-05,22
load,Load 15,Q,320.0,153.00000000000003,-9.089661379525493e-05,9.089661379525493e-05,23
load,Load 15,Q,320.0,153.00000000000003,-2.376228149606474e-05,2.376228149606474e-05,24
load,Load 15,Q,320.0,153.00000000000003,-1.5141377391958422e-05,1.5141377391958422e-05,25
load,Load 15,Q,320.0,153.00000000000003,-9.471618835776852e-05,9.471618835776852e-05,26
load,Load 15,Q,320.0,153.00000000000003,-7.833678407020984e-06,7.833678407020984e-06,27
load,Load 15,Q,320.0,153.00000000000003,-5.361378290036356e-06,5.361378290036356e-06,28
load,Load 16,P,329.0,32.29999923706053,-0.00020720949120559551,0.00020720949120559551,0
load,Load 16,P,329.0,32.29999923706053,-0.00012655792195633285,0.00012655792195633285,1
load,Load 16,P,329.0,32.29999923706053,-0.00015415212361267195,0.00015415212361267195,2
load,Load 16,P,329.0,32.29999923706053,-0.00017805910541595081,0.00017805910541595081,3
load,Load 16,P,329.0,32.29999923706053,-0.00020271372107918406,0.00020271372107918406,4
load,Load 16,P,329.0,32.29999923706053,-0.0001334820614073473,0.0001334820614073473,5
load,Load 16,P,329.0,32.29999923706053,-0.0001875842068122524,0.0001875842068122524,6
load,Load 16,P,329.0,32.29999923706053,-0.0002135872760725077,0.0002135872760725077,7
load,Load 16,P,329.0,32.29999923706053,-0.00020764041190097227,0.00020764041190097227,8
load,Load 16,P,329.0,32.29999923706053,-0.00011611025414594578,0.00011611025414594578,9
load,Load 16,P,329.0,32.29999923706053,-0.00012297316614821586,0.00012297316614821586,10
load,Load 16,P,329.0,32.29999923706053,-0.00013058060618767464,0.00013058060618767464,11
load,Load 16,P,329.0,32.29999923706053,-0.00012990638433624802,0.00012990638433624802,12
load,Load 16,P,329.0,32.29999923706053,-0.00015504449216502403,0.00015504449216502403,13
